teste	myservice1	delay	size	repeat	rampup	threads	samples	avg	min	max	std dev	Err %	throughput	rec kB/s	sem kB/s	avg Bytes	KO	ERR	504	500	404	timeout	conn. Reset	conn. Refused	host unreachable	no HTTP response																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
	3072	0	8192	4	0	10000	40000	15	0	297	28.7179379969972	0	2803.0833917309	446.193938332165	385.971443587947	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	20	8192	4	0	10000	40000	50	20	1108	50.9793891175395	0	2950.07006416402	469.591230916734	409.091747178996	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	40	8192	4	0	10000	40000	53	40	274	19.5643686832562	0	2607.73192515809	415.097952930439	361.619075559033	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	80	8192	4	0	10000	40000	177	80	619	114.896784482832	0	2226.55162816588	354.421792374061	308.760089062065	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	100	8192	4	0	10000	40000	515	100	1090	264.986571688076	0	1885.458402074	300.126679236389	263.301319820881	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	0	16384	4	0	10000	40000	15	0	1057	36.4253467188715	0	2696.32625547691	429.20037074486	373.904617458712	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	20	16384	4	0	10000	40000	58	20	1131	40.2831243609219	0	3100.53484226029	493.542167273855	432.984846135958	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	40	16384	4	0	10000	40000	86	40	339	46.9379105785238	0	3088.32612723904	491.598787831995	431.279918159358	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	80	16384	4	0	10000	40000	341	80	1712	219.932091462791	0	2291.21319738802	364.7146007561	319.964342994616	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	100	16384	4	0	10000	40000	456	100	1112	182.513459781517	0	1944.39043359907	309.507461598289	273.429904724869	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	0	32768	4	0	10000	40000	36	0	1129	63.5117871047572	0	2886.62769719275	459.492494767987	400.294075196652	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	20	32768	4	0	10000	40000	54	20	1181	74.1656651304362	0	2634.35194942044	419.335320073762	367.883133561644	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	40	32768	4	0	10000	40000	103	40	1115	69.9293221902658	0	2735.22975929978	435.393018326039	381.970562089716	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	80	32768	4	0	10000	40000	234	80	531	125.047155364646	0	2323.8250159763	369.905739847789	324.518532504502	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	100	32768	4	0	10000	40000	422	100	1040	212.631057687898	0	1931.99381761978	307.534172140649	271.686630602782	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	0	65536	4	0	10000	40000	86	0	1213	102.209182901428	0	2805.83613916947	446.632119809203	389.090558361392	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	20	65536	4	0	10000	40000	167	20	1629	158.521062575244	0	2778.35660206988	442.257935681045	387.993158296867	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	40	65536	4	0	10000	40000	167	40	3424	165.251440670725	0	2700.14850816795	429.808795733765	377.07152018361	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	80	65536	4	0	10000	40000	213	80	624	111.335588007134	0	2286.6289372892	363.984879666152	319.324158234722	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	100	65536	4	0	10000	40000	490	100	1679	188.790312931767	0	1925.76187954359	306.542174185162	270.810264310818	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	0	131072	4	0	10000	40000	246	0	1734	208.277126203934	0	2516.98968034231	400.653630757614	351.493676063428	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	20	131072	4	0	10000	40000	322	20	3909	341.244236413731	0	2317.49710312862	368.898464658169	325.898030127462	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	40	131072	4	0	10000	40000	271	40	3612	215.966651818017	0	2305.60839241455	367.006023401925	324.226180183296	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	80	131072	4	0	10000	40000	331	80	1008	156.346440216461	0	2197.92296280015	349.864690367603	309.082916643772	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	100	131072	4	0	10000	40000	414	100	1841	247.656119727254	0	1881.64455734312	299.519592623953	266.443809389406	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	0	262144	4	0	10000	40000	457	0	2406	303.324858928097	0	1971.80321403924	313.871019422262	275.359237898058	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	20	262144	4	0	10000	40000	538	20	4252	467.1582323463	0	1867.23928671459	297.226566146952	262.58052469424	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	40	262144	4	0	10000	40000	405	40	3621	315.538207290606	0	1853.56811862836	295.050393883225	260.658016682113	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	80	262144	4	0	10000	40000	613	80	2521	454.270897853737	0	1732.35166738848	275.755197055002	243.611953226505	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	100	262144	4	0	10000	40000	498	100	1672	214.813046760613	0	1773.83592017738	282.358647450111	251.177937915743	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	0	524288	4	0	10000	40000	1572	0	5370	1049.06515899526	0	1357.6349998303	216.107915012049	189.591606421614	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	100	524288	4	0	10000	40000	1759	100	5652	1145.03274532733	0	1260.04095133092	200.572924870058	178.423767522444	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	0	1024	4	1	10000	40000	19	0	1083	49.5508802759787	0	2807.80569984557	446.945633862137	386.621683279517	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
	3072	20	1024	4	1	10000	40000	26	20	1039	28.4384802610829	0	1938.92389723703	308.637300048473	268.874212312167	163																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
