teste	myeureka	myzuul	myservice1	myservice2	delay	size	repeat	rampup	threads	timeout	samples	avg	min	max	90% perc	std dev	Err %	throughput	rec kB/s	sem kB/s	avg Bytes	Err	504	500	404	Conn. Timeout	conn. Reset	conn. Refused	host unreachable	no HTTP response	Too many open files
			3072	3072	0	1024	1	32	10000		10000	2	1	104		3.11355901822978	0	333.344444814827	59.2467665588853	49.1552843428114	182										
			3072	3072	170	1024	1	32	10000		10000	177	171	406		18.7729801339584	0	331.455087835598	58.9109628770302	49.5240512098111	182										
			3072	3072	180	1024	1	32	10000		10000	185	2	442		20.2449849592436	0.002	331.356241094801	58.935461123629	49.5092821167037	182.13										
			3072	3072	200	1024	1	32	10000		10000	205	3	516		23.5534245473986	0.0031	331.147758129677	58.9215022000629	49.4781318299225	182.2015										
																															
			3072	3072	0	524288	1	32	10000		10000	2	1	289		3.85117095829307	0	333.355557037136	59.2487415827722	49.8080080338689	182										
			3072	3072	140	524288	1	32	10000		10000	155	151	351		14.4517424468471	0	330.589440973255	58.7571076729809	50.0403938973189	182										
			3072	3072	160	524288	1	32	10000		10000	165	2	434		20.5454326308792	0.0008	331.543001127246	58.9434242590014	50.1847316159406	182.052										
			3072	3072	200	524288	1	32	10000		10000	204	2	489		23.6993914689808	0.0063	331.290376014577	59.0141717222958	50.146492463144	182.4095										
																															
			3072	3072	0	1024	1	35	10000		10000	1	1	264		4.99604578041475	0	250.012500625031	44.435815540777	36.8670777288864	182										
			3072	3072	40	1024	1	35	10000		10000	43	41	323		12.2340386786212	0	249.444984908578	44.3349484896106	37.0269899473671	182										
			3072	3072	80	1024	1	35	10000		10000	85	81	663		28.6443546661467	0	249.444984908578	44.3349484896106	37.0269899473671	182										
			3072	3072	200	1024	1	35	10000		10000	204	201	480		17.4129704459062	0	248.780973231167	44.2169307891333	37.1713758831725	182										
																															
			3072	3072	0	524288	1	40	10000		10000	2	1	162		3.0909505010595	0	249.781441238916	44.394748345198	37.3208598726115	182										
			3072	3072	50	524288	1	40	10000		10000	57	51	415		23.0452648281594	0	249.687890137328	44.3781210986267	37.5507178526841	182										
			3072	3072	100	524288	1	40	10000		10000	131	101	794		55.6609752403782	0	249.376558603491	44.3227867830424	37.7474283042394	182										
			3072	3072	200	524288	1	40	10000		10000	209	201	446		22.162655464542	0	248.774784187875	44.2158307833918	37.6563394034381	182										
			3072	3072	300	524288	1	40	10000		10000	1677	5	9800		2292.94204754285	0.2013	162.087689439987	30.9095367077964	24.5347576789043	195.2731										
